,Date Event Began,state
3805,2004-06-23,Georgia
3806,2005-04-30,Alabama
3807,2005-04-30,Georgia
3808,2008-02-26,Alabama
3809,2008-02-26,Georgia
3810,2008-03-04,South Carolina
3811,2008-06-04,Virginia
3812,2008-06-16,Virginia
3813,2008-06-26,Michigan
3814,2008-07-02,Michigan
3815,2009-08-04,Indiana
3816,2009-08-04,Kentucky
3817,2009-08-04,Ohio
3818,2008-06-17,Oklahoma
3819,2008-06-17,Texas
3820,2003-11-05,Maryland
3821,2003-11-05,Virginia
3822,2004-06-12,Nebraska
3823,2009-03-03,Michigan
3824,2003-09-07,Michigan
3825,2018-05-17,California
3826,2017-01-15,California
3827,2003-12-05,Florida
3828,2003-12-05,Michigan
3829,2003-12-05,Wisconsin
3830,2005-06-24,Illinois
3831,2008-02-26,Florida
3832,2009-01-08,Florida
3833,2009-03-01,Texas
3834,2009-05-29,Kentucky
3835,2010-11-04,Wyoming
3836,2008-06-23,Florida
3837,2006-12-16,Oregon
3838,2006-12-16,Washington
3839,2010-12-14,California
3840,2022-01-14,New Mexico
3841,2022-01-14,Texas
3842,2022-01-28,Colorado
3843,2022-02-04,Texas
3844,2022-02-24,Texas
3845,2022-03-10,Nebraska
3846,2022-03-18,Florida
3847,2022-03-22,South Dakota
3848,2022-04-14,California
3849,2022-05-05,Arkansas
3850,2022-05-12,South Dakota
3851,2022-05-12,Missouri
3852,2022-05-17,New Mexico
3853,2022-05-20,New York
3854,2022-05-29,Pennsylvania
3855,2022-07-25,Pennsylvania
3856,2022-08-15,Nebraska
3857,2022-08-15,Wyoming
3858,2022-08-15,New Jersey
3859,2022-09-11,Texas
3860,2022-09-15,Texas
3861,2022-09-16,Oregon
3862,2022-09-16,Washington
3863,2022-11-03,Washington
3864,2022-11-08,Texas
3865,2022-11-27,Maryland
3866,2022-12-10,Massachusetts
3867,2022-12-22,Alabama
3868,2022-12-22,Kentucky
3869,2022-12-22,Mississippi
3870,2022-12-22,Tennessee
3871,2022-12-30,Oregon
3872,2022-12-30,Minnesota
3873,2022-12-30,Washington
3874,2021-01-04,Pennsylvania
3875,2021-02-01,Texas
3876,2021-02-03,North Dakota
3877,2021-02-06,Kentucky
3878,2021-02-06,Ohio
3879,2021-02-08,Minnesota
3880,2021-02-09,North Carolina
3881,2021-02-11,Colorado
3882,2021-02-16,Arkansas
3883,2021-02-16,Nebraska
3884,2021-02-17,North Carolina
3885,2021-03-17,Pennsylvania
3886,2021-03-30,Texas
3887,2021-04-21,Minnesota
3888,2021-05-20,Florida
3889,2021-05-27,California
3890,2021-05-27,Nevada
3891,2021-05-28,Florida
3892,2021-06-06,Indiana
3893,2021-06-10,Kansas
3894,2021-06-16,Louisiana
3895,2021-06-24,California
3896,2021-06-28,North Carolina
3897,2021-07-05,New York
3898,2021-07-05,Kentucky
3899,2021-07-05,Ohio
3900,2021-07-07,Florida
3901,2021-07-10,Nevada
3902,2021-07-11,Nevada
3903,2021-07-18,Illinois
3904,2021-08-29,New York
3905,2021-08-29,Louisiana
3906,2021-09-08,North Dakota
3907,2021-09-10,North Dakota
3908,2021-09-13,Washington
3909,2021-09-13,Texas
3910,2021-09-16,Oklahoma
3911,2021-09-16,Oklahoma
3912,2021-09-28,Kentucky
3913,2021-10-16,Oregon
3914,2021-11-10,Texas
3915,2021-11-10,New York
3916,2021-12-07,Indiana
3917,2020-01-30,North Dakota
3918,2020-02-11,Oregon
3919,2020-03-01,Mississippi
3920,2020-03-12,Pennsylvania
3921,2020-03-26,Ohio
3922,2020-03-29,Mississippi
3923,2020-04-02,Nebraska
3924,2020-04-07,Washington
3925,2020-04-11,Wyoming
3926,2020-04-28,Texas
3927,2020-05-13,Washington
3928,2020-05-25,Texas
3929,2020-05-29,Pennsylvania
3930,2020-06-09,Washington
3931,2020-06-29,Arkansas
3932,2020-07-01,Pennsylvania
3933,2020-07-07,California
3934,2020-07-07,Colorado
3935,2020-07-22,Virginia
3936,2020-07-22,West Virginia
3937,2020-07-30,Nebraska
3938,2020-08-02,Illinois
3939,2020-08-05,Texas
3940,2020-08-14,Louisiana
3941,2020-08-18,Texas
3942,2020-08-19,Ohio
3943,2020-08-20,Nebraska
3944,2020-09-03,Washington
3945,2020-09-07,California
3946,2020-10-07,Louisiana
3947,2020-10-09,Colorado
3948,2020-10-10,Oregon
3949,2020-10-10,Washington
3950,2020-10-12,Florida
3951,2020-10-14,Texas
3952,2020-10-20,Illinois
3953,2020-10-23,Ohio
3954,2020-10-24,Minnesota
3955,2020-10-26,Colorado
3956,2020-10-28,Texas
3957,2020-11-07,Colorado
3958,2020-11-30,Texas
3959,2020-12-03,Colorado
3960,2020-12-16,Oklahoma
3961,2019-01-18,Nebraska
3962,2019-01-29,Louisiana
3963,2019-01-29,Washington
3964,2019-02-25,Massachusetts
3965,2019-02-27,Iowa
3966,2019-04-04,Montana
3967,2019-04-11,Oregon
3968,2019-04-11,Washington
3969,2019-04-12,Minnesota
3970,2019-04-18,Colorado
3971,2019-04-26,Pennsylvania
3972,2019-04-28,Ohio
3973,2019-05-08,Pennsylvania
3974,2019-06-07,Texas
3975,2019-06-08,Texas
3976,2019-06-23,Arkansas
3977,2019-06-26,North Dakota
3978,2019-06-28,Idaho
3979,2019-07-11,Texas
3980,2019-07-13,New York
3981,2019-07-23,Nebraska
3982,2019-07-23,Nebraska
3983,2019-08-02,Minnesota
3984,2019-08-05,Oregon
3985,2019-08-18,Louisiana
3986,2019-08-18,Texas
3987,2019-08-26,North Dakota
3988,2019-09-10,Wyoming
3989,2019-10-06,Texas
3990,2019-10-12,Texas
3991,2019-10-15,Ohio
3992,2019-10-19,Nebraska
3993,2019-10-19,South Dakota
3994,2019-10-24,Ohio
3995,2019-11-03,Minnesota
3996,2019-11-05,Florida
3997,2019-12-11,North Dakota
3998,2019-12-16,Texas
3999,2019-12-31,Texas
4000,2018-04-09,Utah
4001,2018-04-09,Utah
4002,2018-06-20,Florida
4003,2018-07-11,Tennessee
4004,2018-09-06,Florida
4005,2018-09-26,Texas
4006,2018-10-12,Maryland
4007,2018-12-03,Texas
4008,2018-12-27,New York
4009,2016-05-26,New York
4010,2016-08-31,Colorado
4011,2016-10-02,Utah
4012,2016-11-01,Washington
4013,2017-02-02,New Mexico
4014,2017-02-02,New Mexico
4015,2017-06-11,Michigan
4016,2017-07-08,California
4017,2017-10-16,Washington
4018,2017-10-16,Montana
4019,2017-10-16,Washington
4020,2017-10-26,Montana
4021,2017-10-26,Washington
4022,2017-10-26,Washington
4023,2012-12-31,North Carolina
4024,2023-01-05,Louisiana
4025,2023-01-07,Texas
4026,2023-02-11,Texas
4027,2023-02-21,Florida
4028,2023-03-04,Louisiana
4029,2023-03-04,Louisiana
4030,2023-03-30,Colorado
4031,2023-03-30,Colorado
4032,2023-04-03,Arizona
4033,2023-04-03,California
4034,2023-04-03,Colorado
4035,2023-04-03,Nebraska
4036,2023-04-03,New Mexico
4037,2023-04-03,Utah
4038,2023-04-03,Wyoming
4039,2023-04-19,Texas
4040,2023-05-24,North Dakota
4041,2019-08-18,Texas
4042,2011-05-26,Mississippi
4043,2011-03-27,California
4044,2013-03-03,California
4045,2013-05-31,Kansas
4046,2013-05-31,Oklahoma
4047,2012-10-23,Indiana
4048,2009-04-23,Washington
4049,2011-09-08,Arizona
4050,2011-09-08,California
4051,2007-04-12,California
4052,2008-09-14,Indiana
4053,2008-09-14,Kentucky
4054,2008-09-14,Ohio
4055,2008-09-14,Kentucky
4056,2008-09-14,Pennsylvania
4057,2008-09-15,Pennsylvania
4058,2010-09-07,Texas
4059,2007-11-03,Massachusetts
4060,2007-11-03,Rhode Island
4061,2005-07-05,Louisiana
4062,2006-09-01,North Carolina
4063,2006-09-01,North Carolina
4064,2006-09-01,Virginia
4065,2006-09-01,Delaware
4066,2006-09-01,Pennsylvania
4067,2006-09-01,New Jersey
4068,2008-08-19,Florida
4069,2008-08-21,Florida
4070,2008-08-24,Alabama
4071,2008-08-24,Georgia
4072,2004-08-29,South Carolina
4073,2004-08-30,North Carolina
4074,2004-08-30,Virginia
4075,2008-09-06,North Carolina
4076,2008-09-06,North Carolina
4077,2008-09-06,Virginia
4078,2009-11-12,North Carolina
4079,2009-11-12,Virginia
4080,2008-06-11,New York
4081,2014-07-27,California
4082,2008-02-26,Florida
4083,2009-03-08,California
4084,2003-07-02,California
4085,2007-05-10,California
4086,2007-05-14,California
4087,2007-05-21,California
4088,2007-09-24,Michigan
4089,2006-12-10,California
4090,2008-07-01,California
4091,2008-07-10,California
4092,2009-07-21,California
4093,2004-07-13,Florida
4094,2003-08-14,Michigan
4095,2003-08-14,Ohio
4096,2003-08-14,Michigan
4097,2003-08-14,Michigan
4098,2003-08-14,Ohio
4099,2003-08-14,Connecticut
4100,2003-08-14,Massachusetts
4101,2003-08-14,Vermont
4102,2003-08-14,New York
4103,2003-08-14,New York
4104,2003-08-14,Pennsylvania
4105,2003-08-14,New Jersey
4106,2003-08-14,Pennsylvania
4107,2004-08-02,Texas
4108,2022-01-01,Georgia
4109,2022-01-03,Washington
4110,2022-01-08,Florida
4111,2022-01-27,Nevada
4112,2022-02-09,New York
4113,2022-02-12,California
4114,2022-02-28,Texas
4115,2022-03-13,Minnesota
4116,2022-03-14,Texas
4117,2022-03-15,California
4118,2022-03-16,California
4119,2022-03-29,California
4120,2022-03-29,Vermont
4121,2022-04-26,Minnesota
4122,2022-04-26,California
4123,2022-04-29,California
4124,2022-05-02,California
4125,2022-05-03,New Hampshire
4126,2022-05-09,Texas
4127,2022-05-09,Texas
4128,2022-05-11,Iowa
4129,2022-05-16,California
4130,2022-05-18,Idaho
4131,2022-05-31,Texas
4132,2022-06-01,California
4133,2022-06-01,Oregon
4134,2022-06-01,Utah
4135,2022-06-02,California
4136,2022-06-03,Georgia
4137,2022-06-09,Idaho
4138,2022-06-09,Oregon
4139,2022-06-09,Utah
4140,2022-06-09,Washington
4141,2022-06-09,Wyoming
4142,2022-06-26,Nevada
4143,2022-07-01,California
4144,2022-07-03,California
4145,2022-07-03,Oklahoma
4146,2022-07-06,Kentucky
4147,2022-07-06,California
4148,2022-07-06,Oregon
4149,2022-07-06,Utah
4150,2022-07-11,California
4151,2022-07-13,Colorado
4152,2022-07-18,Oregon
4153,2022-08-01,Georgia
4154,2022-08-05,Washington
4155,2022-08-09,Washington
4156,2022-08-10,Alabama
4157,2022-08-12,Georgia
4158,2022-08-15,Nevada
4159,2022-08-22,California
4160,2022-08-24,California
4161,2022-08-25,California
4162,2022-08-25,California
4163,2022-08-26,California
4164,2022-08-31,Florida
4165,2022-09-06,California
4166,2022-09-07,California
4167,2022-09-21,Arkansas
4168,2022-09-21,Louisiana
4169,2022-09-21,Mississippi
4170,2022-09-21,Texas
4171,2022-09-22,Florida
4172,2022-09-22,California
4173,2022-09-23,California
4174,2022-09-27,California
4175,2022-09-30,California
4176,2022-10-03,California
4177,2022-10-10,Arkansas
4178,2022-10-10,Louisiana
4179,2022-10-10,Mississippi
4180,2022-10-10,Texas
4181,2022-10-13,California
4182,2022-10-18,Arkansas
4183,2022-10-18,Louisiana
4184,2022-10-18,Mississippi
4185,2022-10-18,Texas
4186,2022-10-27,Arkansas
4187,2022-10-28,California
4188,2022-11-11,California
4189,2022-11-15,Idaho
4190,2022-11-15,Oregon
4191,2022-11-15,Utah
4192,2022-11-15,Washington
4193,2022-11-15,Wyoming
4194,2022-11-24,Oregon
4195,2022-12-03,North Carolina
4196,2022-12-05,New York
4197,2022-12-06,Kentucky
4198,2022-12-13,Washington
4199,2022-12-14,Indiana
4200,2022-12-15,Utah
4201,2022-12-25,Washington
4202,2022-12-25,Washington
4203,2022-12-26,Washington
4204,2022-12-27,Washington
4205,2022-12-27,California
4206,2022-12-27,California
4207,2022-12-29,Washington
4208,2022-12-29,Ohio
4209,2021-01-01,California
4210,2021-01-13,Georgia
4211,2021-01-21,Arkansas
4212,2021-01-21,Louisiana
4213,2021-01-21,Mississippi
4214,2021-01-21,Texas
4215,2021-01-27,New Hampshire
4216,2021-01-28,New Hampshire
4217,2021-02-05,Arkansas
4218,2021-02-09,Oregon
4219,2021-03-01,Texas
4220,2021-03-08,Washington
4221,2021-03-11,Washington
4222,2021-03-18,Washington
4223,2021-03-19,Louisiana
4224,2021-03-29,New Mexico
4225,2021-04-06,Florida
4226,2021-04-09,Texas
4227,2021-04-25,Tennessee
4228,2021-05-05,Michigan
4229,2021-05-11,Texas
4230,2021-05-14,Idaho
4231,2021-05-18,Delaware
4232,2021-05-20,California
4233,2021-05-24,Utah
4234,2021-06-08,Texas
4235,2021-06-16,Florida
4236,2021-06-24,Washington
4237,2021-06-27,North Dakota
4238,2021-06-27,New York
4239,2021-07-03,New Mexico
4240,2021-07-26,Nevada
4241,2021-08-01,Nevada
4242,2021-08-16,Montana
4243,2021-08-17,California
4244,2021-08-20,California
4245,2021-08-20,Nevada
4246,2021-08-20,Idaho
4247,2021-08-20,Oregon
4248,2021-08-20,Utah
4249,2021-08-20,Washington
4250,2021-08-20,Wyoming
4251,2021-09-01,California
4252,2021-09-09,California
4253,2021-09-10,Iowa
4254,2021-09-22,California
4255,2021-10-04,Utah
4256,2021-10-05,California
4257,2021-10-05,California
4258,2021-10-07,Maryland
4259,2021-10-08,California
4260,2021-10-18,Florida
4261,2021-10-31,California
4262,2021-11-09,Indiana
4263,2021-11-12,Idaho
4264,2021-11-12,Oregon
4265,2021-11-12,Utah
4266,2021-11-12,Washington
4267,2021-11-12,Wyoming
4268,2021-11-17,Colorado
4269,2021-11-30,Idaho
4270,2021-11-30,Oregon
4271,2021-11-30,Utah
4272,2021-11-30,Washington
4273,2021-11-30,Wyoming
4274,2021-12-10,Idaho
4275,2021-12-12,Louisiana
4276,2021-12-30,Missouri
4277,2020-01-20,California
4278,2020-01-23,Florida
4279,2020-02-08,California
4280,2020-02-13,Oregon
4281,2020-02-17,Alabama
4282,2020-02-17,Michigan
4283,2020-02-18,California
4284,2020-02-25,California
4285,2020-03-01,New York
4286,2020-03-03,Alabama
4287,2020-03-16,California
4288,2020-03-16,California
4289,2020-03-23,Wisconsin
4290,2020-03-25,Nevada
4291,2020-04-02,Washington
4292,2020-04-03,Nevada
4293,2020-04-10,Nevada
4294,2020-04-16,Georgia
4295,2020-04-18,Nevada
4296,2020-04-20,South Dakota
4297,2020-04-24,Nevada
4298,2020-04-25,Oregon
4299,2020-05-08,Nevada
4300,2020-05-14,Oregon
4301,2020-05-19,Alabama
4302,2020-05-19,Idaho
4303,2020-05-20,Nevada
4304,2020-05-29,Ohio
4305,2020-05-31,Alabama
4306,2020-05-31,Pennsylvania
4307,2020-06-02,Idaho
4308,2020-06-12,Michigan
4309,2020-06-21,Delaware
4310,2020-06-26,North Dakota
4311,2020-06-30,Oregon
4312,2020-07-17,Oklahoma
4313,2020-07-21,Washington
4314,2020-08-03,Texas
4315,2020-08-15,Washington
4316,2020-08-20,Mississippi
4317,2020-08-25,Colorado
4318,2020-08-31,Washington
4319,2020-09-16,Maine
4320,2020-09-23,New Jersey
4321,2020-10-15,Washington
4322,2020-10-16,Kentucky
4323,2020-10-26,Kentucky
4324,2020-11-09,New Hampshire
4325,2020-12-22,Washington
4326,2020-12-25,California
4327,2020-12-28,Virginia
4328,2019-01-15,Pennsylvania
4329,2019-01-30,Washington
4330,2019-01-31,California
4331,2019-02-01,Nevada
4332,2019-02-02,California
4333,2019-02-08,Pennsylvania
4334,2019-02-14,New Jersey
4335,2019-02-14,Utah
4336,2019-02-19,Texas
4337,2019-03-04,Oklahoma
4338,2019-03-13,California
4339,2019-03-19,Oklahoma
4340,2019-03-21,Utah
4341,2019-04-02,California
4342,2019-04-02,Utah
4343,2019-04-15,Minnesota
4344,2019-04-16,California
4345,2019-04-21,Utah
4346,2019-04-29,Virginia
4347,2019-05-11,California
4348,2019-05-18,Colorado
4349,2019-05-18,Nebraska
4350,2019-05-18,New Mexico
4351,2019-05-18,Utah
4352,2019-05-18,Wyoming
4353,2019-06-05,Idaho
4354,2019-06-05,South Dakota
4355,2019-06-05,California
4356,2019-06-11,North Dakota
4357,2019-06-11,Utah
4358,2019-06-19,Oklahoma
4359,2019-06-19,Nevada
4360,2019-06-21,California
4361,2019-07-02,Idaho
4362,2019-07-06,Mississippi
4363,2019-07-09,Arkansas
4364,2019-07-09,Louisiana
4365,2019-07-09,Mississippi
4366,2019-07-09,Texas
4367,2019-07-10,Utah
4368,2019-07-23,California
4369,2019-07-24,Utah
4370,2019-08-07,California
4371,2019-08-07,Washington
4372,2019-08-13,California
4373,2019-08-13,North Dakota
4374,2019-08-15,Kentucky
4375,2019-08-15,Ohio
4376,2019-08-21,Ohio
4377,2019-08-21,Massachusetts
4378,2019-08-31,California
4379,2019-09-19,Minnesota
4380,2019-09-19,Washington
4381,2019-09-24,Washington
4382,2019-09-25,Texas
4383,2019-09-30,Idaho
4384,2019-10-03,Missouri
4385,2019-10-16,Arkansas
4386,2019-10-16,Louisiana
4387,2019-10-16,Mississippi
4388,2019-10-16,Texas
4389,2019-11-05,Indiana
4390,2019-11-05,Idaho
4391,2019-11-16,Oregon
4392,2019-11-27,California
4393,2019-12-03,California
4394,2019-12-08,Texas
4395,2019-12-31,Washington
4396,2018-02-04,California
4397,2018-02-17,California
4398,2018-02-17,Oregon
4399,2018-02-17,Washington
4400,2018-02-17,California
4401,2018-02-17,Oregon
4402,2018-02-17,Washington
4403,2018-03-02,Washington
4404,2018-03-12,New York
4405,2018-03-26,California
4406,2018-03-28,Washington
4407,2018-04-03,California
4408,2018-04-09,Washington
4409,2018-05-02,North Carolina
4410,2018-05-15,Massachusetts
4411,2018-06-04,Florida
4412,2018-06-12,Nevada
4413,2018-06-12,California
4414,2018-06-30,California
4415,2018-07-04,Colorado
4416,2018-08-01,Montana
4417,2018-08-04,California
4418,2018-08-15,Missouri
4419,2018-08-19,Utah
4420,2018-08-30,California
4421,2018-09-05,California
4422,2018-09-20,Nevada
4423,2018-10-04,Oklahoma
4424,2018-10-10,Utah
4425,2018-10-22,Utah
4426,2018-10-29,California
4427,2018-10-29,Minnesota
4428,2018-11-02,Minnesota
4429,2018-11-08,Nevada
4430,2018-11-18,Nebraska
4431,2018-12-01,Pennsylvania
4432,2018-12-05,Alabama
4433,2018-12-05,California
4434,2018-12-09,Virginia
4435,2018-12-11,Oregon
4436,2018-12-12,Oregon
4437,2018-12-18,California
4438,2018-12-18,Oregon
4439,2018-12-18,Utah
4440,2018-12-26,California
4441,2018-12-27,California
4442,2016-01-11,Pennsylvania
4443,2016-01-14,Delaware
4444,2016-02-07,Utah
4445,2016-02-24,Delaware
4446,2016-03-01,Idaho
4447,2016-03-13,Washington
4448,2016-04-15,Utah
4449,2016-04-27,Tennessee
4450,2016-05-24,Missouri
4451,2016-06-14,New Jersey
4452,2016-06-17,Delaware
4453,2016-07-07,North Carolina
4454,2016-07-13,Washington
4455,2016-08-04,Delaware
4456,2016-08-25,Oregon
4457,2016-09-25,Arizona
4458,2016-09-25,Utah
4459,2016-10-05,California
4460,2016-10-12,Nevada
4461,2016-10-18,Oregon
4462,2016-10-20,Oregon
4463,2016-10-25,Tennessee
4464,2016-10-26,Wyoming
4465,2016-11-09,California
4466,2016-12-08,Oregon
4467,2016-12-11,Utah
4468,2016-12-16,Oregon
4469,2016-12-26,Washington
4470,2017-03-12,California
4471,2017-03-31,Mississippi
4472,2017-04-23,Oregon
4473,2017-05-03,Pennsylvania
4474,2017-05-11,Washington
4475,2017-05-21,Idaho
4476,2017-05-23,Tennessee
4477,2017-05-28,Nevada
4478,2017-07-06,Idaho
4479,2017-07-11,Minnesota
4480,2017-07-12,Tennessee
4481,2017-07-12,Tennessee
4482,2017-07-20,Utah
4483,2017-08-05,California
4484,2017-10-04,Tennessee
4485,2017-10-20,Texas
4486,2017-11-16,Oregon
4487,2017-11-24,Nevada
4488,2017-12-05,Louisiana
4489,2017-12-18,Mississippi
4490,2017-12-19,Florida
4491,2017-12-31,Colorado
4492,2015-01-22,Oregon
4493,2015-01-26,Oregon
4494,2015-02-01,Utah
4495,2015-02-04,California
4496,2015-02-05,Arizona
4497,2015-02-05,California
4498,2015-02-17,Arizona
4499,2015-02-19,Arizona
4500,2015-03-04,Tennessee
4501,2015-03-09,Washington
4502,2015-03-19,Kansas
4503,2015-03-22,Virginia
4504,2015-03-22,West Virginia
4505,2015-03-29,California
4506,2015-04-01,Utah
4507,2015-04-02,Utah
4508,2015-05-02,Tennessee
4509,2015-05-04,Utah
4510,2015-06-01,Kentucky
4511,2015-06-20,California
4512,2015-07-30,Tennessee
4513,2015-09-13,New York
4514,2015-09-29,Oregon
4515,2015-10-13,Utah
4516,2015-10-16,Utah
4517,2015-11-01,Ohio
4518,2015-12-02,Kansas
4519,2015-12-05,Kansas
4520,2015-12-10,California
4521,2003-04-28,Wisconsin
4522,2013-02-02,New Mexico
4523,2013-02-07,Ohio
4524,2013-02-13,Maryland
4525,2013-02-13,Washington
4526,2013-02-15,Maryland
4527,2013-02-16,Maryland
4528,2013-02-21,New Mexico
4529,2013-03-03,Maryland
4530,2013-03-23,Connecticut
4531,2013-03-28,Delaware
4532,2013-04-09,Delaware
4533,2013-04-23,Delaware
4534,2013-04-25,California
4535,2013-05-14,New Hampshire
4536,2013-05-15,Delaware
4537,2013-05-17,Delaware
4538,2013-05-30,New York
4539,2011-01-18,Massachusetts
4540,2011-01-23,Idaho
4541,2011-01-25,Delaware
4542,2011-01-26,Michigan
4543,2011-01-27,Delaware
4544,2011-02-09,Washington
4545,2011-02-10,Washington
4546,2011-02-19,Delaware
4547,2011-02-25,Utah
4548,2011-03-06,Utah
4549,2011-03-17,New Hampshire
4550,2011-03-18,Ohio
4551,2011-03-21,New Hampshire
4552,2011-04-06,Delaware
4553,2011-04-19,Washington
4554,2011-04-21,Utah
4555,2011-04-26,Utah
4556,2011-05-02,Utah
4557,2011-05-05,New Hampshire
4558,2011-05-06,Oregon
4559,2011-05-08,New York
4560,2011-05-09,New Hampshire
4561,2011-05-10,New Hampshire
4562,2011-05-11,Minnesota
4563,2011-05-11,Wyoming
4564,2011-05-11,New York
4565,2011-05-13,Utah
4566,2011-06-04,California
4567,2011-06-08,Washington
4568,2011-06-15,Idaho
4569,2011-06-20,Washington
4570,2011-06-22,Washington
4571,2011-06-23,Vermont
4572,2011-06-27,Washington
4573,2011-06-30,Washington
4574,2011-07-01,Connecticut
4575,2011-07-01,Ohio
4576,2011-07-05,Utah
4577,2011-07-06,Vermont
4578,2011-07-08,Minnesota
4579,2011-07-11,Ohio
4580,2011-07-11,Maine
4581,2011-07-12,Maine
4582,2011-07-19,Maine
4583,2011-07-20,Washington
4584,2011-07-24,New Hampshire
4585,2011-07-26,Oklahoma
4586,2011-07-27,Washington
4587,2011-07-28,Indiana
4588,2011-07-28,Washington
4589,2011-07-29,Washington
4590,2011-08-01,Oregon
4591,2011-08-08,Washington
4592,2011-08-09,Washington
4593,2011-08-15,Utah
4594,2011-09-01,Washington
4595,2011-09-08,Washington
4596,2011-09-12,New Jersey
4597,2011-09-13,Washington
4598,2011-09-13,New York
4599,2011-09-14,Utah
4600,2011-09-20,Washington
4601,2011-09-22,Ohio
4602,2011-09-23,Connecticut
4603,2011-09-24,Washington
4604,2011-09-26,New Jersey
4605,2011-09-28,Connecticut
4606,2011-09-28,New Jersey
4607,2011-09-29,Washington
4608,2011-10-06,Utah
4609,2011-10-14,New Jersey
4610,2011-10-17,Maryland
4611,2011-10-17,Ohio
4612,2011-10-20,New Jersey
4613,2011-10-27,Indiana
4614,2011-11-04,Wyoming
4615,2011-11-13,New Hampshire
4616,2011-11-14,New Jersey
4617,2011-11-30,Washington
4618,2012-01-09,Connecticut
4619,2012-01-15,Washington
4620,2012-01-24,Washington
4621,2012-01-27,Washington
4622,2012-01-29,Washington
4623,2012-04-01,Iowa
4624,2012-04-03,Vermont
4625,2012-04-11,Massachusetts
4626,2012-05-07,Vermont
4627,2012-05-11,Washington
4628,2012-06-02,California
4629,2012-06-06,New York
4630,2012-06-06,Washington
4631,2012-06-13,New Mexico
4632,2012-07-06,Washington
4633,2012-07-19,Delaware
4634,2012-08-13,Tennessee
4635,2012-08-16,Indiana
4636,2014-01-06,Utah
4637,2023-01-01,California
4638,2023-01-01,Florida
4639,2023-01-02,Texas
4640,2023-01-02,New Mexico
4641,2023-01-03,Michigan
4642,2023-01-08,Texas
4643,2023-01-12,Washington
4644,2023-01-20,Michigan
4645,2023-01-24,Louisiana
4646,2023-01-25,Washington
4647,2023-01-26,Washington
4648,2023-02-02,Colorado
4649,2023-02-03,Idaho
4650,2023-02-03,Oregon
4651,2023-02-03,Utah
4652,2023-02-03,Washington
4653,2023-02-03,Wyoming
4654,2023-02-04,Ohio
4655,2023-02-13,Wisconsin
4656,2023-02-19,California
4657,2023-02-28,Wisconsin
4658,2023-03-05,Virginia
4659,2023-03-05,West Virginia
4660,2023-03-07,New Mexico
4661,2023-03-07,Texas
4662,2023-03-07,Texas
4663,2023-03-08,Texas
4664,2023-03-08,Indiana
4665,2023-03-10,Idaho
4666,2023-03-23,Texas
4667,2023-03-26,California
4668,2023-03-26,Idaho
4669,2023-03-26,Montana
4670,2023-03-26,Oregon
4671,2023-03-26,Utah
4672,2023-03-26,Washington
4673,2023-03-26,Wyoming
4674,2023-03-28,Texas
4675,2023-03-30,Washington
4676,2023-03-30,Kentucky
4677,2023-03-30,Indiana
4678,2023-03-30,Pennsylvania
4679,2023-04-11,Kentucky
4680,2023-04-11,Ohio
4681,2023-04-18,Washington
4682,2023-04-19,Washington
4683,2023-04-26,Idaho
4684,2023-04-27,Texas
4685,2023-04-27,California
4686,2023-05-04,Texas
4687,2023-05-11,Texas
4688,2023-05-12,Kentucky
4689,2023-05-23,North Dakota
4690,2023-05-26,Georgia
4691,2017-02-13,North Carolina
4692,2017-02-17,Nevada
4693,2017-06-07,Washington
4694,2017-06-29,Louisiana
4695,2017-06-30,Idaho
4696,2012-10-30,New Hampshire
4697,2013-04-01,Connecticut
4698,2002-04-08,Arizona
4699,2013-05-14,Oregon
4700,2013-05-28,Maine
4701,2013-05-29,Delaware
4702,2013-02-09,New Mexico
4703,2012-10-15,Vermont
4704,2012-10-09,Maryland
4705,2012-10-11,Maryland
4706,2010-06-16,New York
4707,2014-01-06,District of Columbia
4708,2014-01-06,Delaware
4709,2014-01-06,Pennsylvania
4710,2014-01-06,Pennsylvania
4711,2007-12-01,Maine
4712,2014-01-07,North Carolina
4713,2014-01-07,South Carolina
4714,2014-01-08,South Carolina
4715,2016-01-10,Connecticut
4716,2016-01-10,Maine
4717,2016-01-10,Massachusetts
4718,2016-01-10,New Hampshire
4719,2016-01-10,Rhode Island
4720,2016-01-10,Vermont
4721,2016-01-22,North Carolina
4722,2016-01-22,South Carolina
4723,2016-01-23,New Jersey
4724,2016-02-05,Connecticut
4725,2016-02-05,Massachusetts
4726,2016-02-05,Rhode Island
4727,2016-02-16,Tennessee
4728,2016-02-16,Virginia
4729,2016-02-16,West Virginia
4730,2016-02-19,Michigan
4731,2016-02-24,North Carolina
4732,2016-02-24,South Carolina
4733,2016-02-25,Connecticut
4734,2016-02-25,Maine
4735,2016-02-25,Massachusetts
4736,2016-02-25,Rhode Island
4737,2016-02-25,Vermont
4738,2016-03-01,Washington
4739,2016-03-23,Colorado
4740,2016-04-18,Texas
4741,2016-04-27,Texas
4742,2016-05-20,Louisiana
4743,2016-06-17,Alabama
4744,2016-06-17,Florida
4745,2016-06-17,Georgia
4746,2016-06-17,Mississippi
4747,2016-12-30,Maine
4748,2006-10-26,Colorado
4749,2006-07-24,California
4750,2006-07-24,California
4751,2006-07-22,California
4752,2003-10-26,California
4753,2003-12-01,Massachusetts
4754,2008-07-02,California
4755,2004-07-20,California
4756,2003-11-12,Michigan
