,Date Event Began,state
1943,2018-05-15,New York
1944,2018-05-15,New Jersey
1945,2018-05-15,Pennsylvania
1946,2018-05-15,Connecticut
1947,2018-05-15,Massachusetts
1948,2018-05-15,Rhode Island
1949,2018-05-15,New York
1950,2018-05-17,California
1951,2018-05-26,Texas
1952,2018-06-02,Kansas
1953,2018-06-02,Missouri
1954,2018-06-18,Connecticut
1955,2018-06-18,Maine
1956,2018-06-18,Massachusetts
1957,2018-06-18,New Hampshire
1958,2018-06-18,Rhode Island
1959,2018-06-18,Vermont
1960,2018-06-22,Washington
1961,2018-06-28,Illinois
1962,2018-06-28,Missouri
1963,2018-06-28,Alabama
1964,2018-06-28,Georgia
1965,2018-06-29,Minnesota
1966,2018-07-20,Kentucky
1967,2018-07-21,Arkansas
1968,2018-07-21,Georgia
1969,2018-07-30,Arizona
1970,2018-08-26,Michigan
1971,2018-08-28,Michigan
1972,2018-08-29,Illinois
1973,2018-09-13,North Carolina
1974,2018-09-13,South Carolina
1975,2018-09-13,North Carolina
1976,2018-09-15,South Carolina
1977,2018-09-16,North Carolina
1978,2018-09-16,South Carolina
1979,2018-10-10,Alabama
1980,2018-10-10,Florida
1981,2018-10-10,Georgia
1982,2018-10-10,Florida
1983,2018-10-10,Florida
1984,2018-10-11,North Carolina
1985,2018-10-11,South Carolina
1986,2018-10-11,North Carolina
1987,2018-10-11,North Carolina
1988,2018-10-11,South Carolina
1989,2018-10-11,South Carolina
1990,2018-10-16,Connecticut
1991,2018-10-16,Maine
1992,2018-10-16,Massachusetts
1993,2018-10-16,New Hampshire
1994,2018-10-16,Rhode Island
1995,2018-10-16,Vermont
1996,2018-10-21,Virginia
1997,2018-10-21,West Virginia
1998,2018-10-31,Texas
1999,2018-11-03,Connecticut
2000,2018-11-03,Maine
2001,2018-11-03,Massachusetts
2002,2018-11-03,New Hampshire
2003,2018-11-03,Rhode Island
2004,2018-11-03,Vermont
2005,2018-11-06,Tennessee
2006,2018-11-15,Virginia
2007,2018-11-15,West Virginia
2008,2018-11-15,Kentucky
2009,2018-11-15,Indiana
2010,2018-11-15,Kentucky
2011,2018-11-15,Ohio
2012,2018-11-25,Illinois
2013,2018-11-27,Maine
2014,2018-11-27,New Hampshire
2015,2018-11-27,Vermont
2016,2018-12-09,North Carolina
2017,2018-12-09,Alabama
2018,2018-12-09,Georgia
2019,2018-12-14,Washington
2020,2018-12-14,Washington
2021,2018-12-20,Washington
2022,2016-07-05,Texas
2023,2016-07-05,Minnesota
2024,2016-07-05,Wisconsin
2025,2016-07-07,Kansas
2026,2016-07-07,Missouri
2027,2016-07-08,North Carolina
2028,2016-07-08,Michigan
2029,2016-07-08,Virginia
2030,2016-07-08,West Virginia
2031,2016-07-09,Texas
2032,2016-07-14,Arkansas
2033,2016-07-14,Oklahoma
2034,2016-07-14,Arkansas
2035,2016-07-14,Louisiana
2036,2016-07-14,Mississippi
2037,2016-07-14,Texas
2038,2016-07-14,Oklahoma
2039,2016-07-22,Connecticut
2040,2016-07-22,Maine
2041,2016-07-22,Massachusetts
2042,2016-07-22,New Hampshire
2043,2016-07-22,Rhode Island
2044,2016-07-22,Vermont
2045,2016-07-23,Connecticut
2046,2016-07-23,Massachusetts
2047,2016-07-23,New Hampshire
2048,2016-07-23,Rhode Island
2049,2016-07-23,Vermont
2050,2016-08-11,Ohio
2051,2016-08-23,Texas
2052,2016-09-01,Florida
2053,2016-09-02,Florida
2054,2016-09-02,Florida
2055,2016-09-02,Georgia
2056,2016-09-11,Connecticut
2057,2016-09-11,Maine
2058,2016-09-11,Massachusetts
2059,2016-09-11,New Hampshire
2060,2016-09-11,Rhode Island
2061,2016-09-11,Vermont
2062,2016-10-06,Florida
2063,2016-10-07,Florida
2064,2016-10-07,Georgia
2065,2016-10-07,Florida
2066,2016-10-07,South Carolina
2067,2016-10-08,North Carolina
2068,2016-10-08,South Carolina
2069,2016-10-08,North Carolina
2070,2016-10-08,South Carolina
2071,2017-01-08,California
2072,2017-01-10,California
2073,2017-01-15,Oklahoma
2074,2017-01-18,California
2075,2017-01-22,California
2076,2017-01-22,Alabama
2077,2017-01-22,Florida
2078,2017-01-22,Georgia
2079,2017-01-22,Mississippi
2080,2017-02-06,Washington
2081,2017-02-09,Connecticut
2082,2017-02-09,Massachusetts
2083,2017-02-09,Rhode Island
2084,2017-02-17,California
2085,2017-02-17,California
2086,2017-03-01,Kentucky
2087,2017-03-01,Virginia
2088,2017-03-01,West Virginia
2089,2017-03-01,Kentucky
2090,2017-03-01,Tennessee
2091,2017-03-02,Connecticut
2092,2017-03-02,Maine
2093,2017-03-02,Massachusetts
2094,2017-03-02,New Hampshire
2095,2017-03-02,Rhode Island
2096,2017-03-02,Vermont
2097,2017-03-06,Missouri
2098,2017-03-08,Ohio
2099,2017-03-08,Michigan
2100,2017-03-08,Michigan
2101,2017-03-08,New York
2102,2017-03-14,Connecticut
2103,2017-03-14,Maine
2104,2017-03-14,Massachusetts
2105,2017-03-14,New Hampshire
2106,2017-03-14,Rhode Island
2107,2017-03-14,Vermont
2108,2017-03-21,Georgia
2109,2017-03-29,Texas
2110,2017-04-03,Alabama
2111,2017-04-03,Georgia
2112,2017-04-06,California
2113,2017-04-07,Oregon
2114,2017-04-07,Washington
2115,2017-04-07,Oregon
2116,2017-04-24,North Carolina
2117,2017-04-30,Arkansas
2118,2017-04-30,Louisiana
2119,2017-04-30,Mississippi
2120,2017-05-01,Ohio
2121,2017-05-04,Alabama
2122,2017-05-04,Georgia
2123,2017-05-19,Missouri
2124,2017-05-27,Alabama
2125,2017-05-27,Tennessee
2126,2017-05-27,Tennessee
2127,2017-05-28,Louisiana
2128,2017-05-28,Texas
2129,2017-05-28,Louisiana
2130,2017-05-28,Texas
2131,2017-06-11,Wisconsin
2132,2017-06-11,Minnesota
2133,2017-06-15,Alabama
2134,2017-06-15,Georgia
2135,2017-06-16,Arkansas
2136,2017-06-16,Nebraska
2137,2017-06-17,Kansas
2138,2017-06-17,Missouri
2139,2017-06-22,Michigan
2140,2017-07-07,Michigan
2141,2017-07-18,Nevada
2142,2017-07-22,Kansas
2143,2017-07-22,Missouri
2144,2017-07-22,Missouri
2145,2017-07-22,Missouri
2146,2017-07-23,Illinois
2147,2017-07-23,Missouri
2148,2017-08-25,Texas
2149,2017-08-25,Texas
2150,2017-08-26,Texas
2151,2017-08-26,Texas
2152,2017-08-27,Texas
2153,2017-08-30,Texas
2154,2017-08-31,California
2155,2017-09-01,California
2156,2017-09-09,Florida
2157,2017-09-09,Florida
2158,2017-09-10,Florida
2159,2017-09-10,Florida
2160,2017-09-11,Georgia
2161,2017-09-11,North Carolina
2162,2017-09-11,South Carolina
2163,2017-09-11,Florida
2164,2017-09-11,South Carolina
2165,2017-10-08,Alabama
2166,2017-10-08,Florida
2167,2017-10-08,Mississippi
2168,2017-10-09,California
2169,2017-10-20,Washington
2170,2017-10-22,Arkansas
2171,2017-10-22,Louisiana
2172,2017-10-22,Mississippi
2173,2017-10-22,Texas
2174,2017-10-23,North Carolina
2175,2017-10-23,South Carolina
2176,2017-10-29,Connecticut
2177,2017-10-29,Maine
2178,2017-10-29,Massachusetts
2179,2017-10-29,New Hampshire
2180,2017-10-29,Rhode Island
2181,2017-10-29,Vermont
2182,2017-11-05,Ohio
2183,2017-11-13,Washington
2184,2017-11-13,Washington
2185,2017-12-05,Michigan
2186,2017-12-07,Texas
2187,2017-12-08,Louisiana
2188,2017-12-08,Mississippi
2189,2017-12-08,Alabama
2190,2017-12-08,Georgia
2191,2017-12-08,Mississippi
2192,2015-04-17,Texas
2193,2015-04-18,Texas
2194,2015-04-24,Texas
2195,2015-04-27,Louisiana
2196,2015-04-27,Texas
2197,2015-05-18,Washington
2198,2015-05-25,Texas
2199,2015-05-25,Texas
2200,2015-05-25,Texas
2201,2015-05-25,Arkansas
2202,2015-05-25,Louisiana
2203,2015-05-25,Texas
2204,2015-05-26,Arkansas
2205,2015-05-26,Louisiana
2206,2015-05-26,Mississippi
2207,2015-05-26,Texas
2208,2015-06-23,New Jersey
2209,2015-06-23,Delaware
2210,2015-06-23,Delaware
2211,2015-06-23,Connecticut
2212,2015-06-23,Maine
2213,2015-06-23,Massachusetts
2214,2015-06-23,New Hampshire
2215,2015-06-23,Rhode Island
2216,2015-06-23,Vermont
2217,2015-06-23,New Jersey
2218,2015-06-26,Kansas
2219,2015-06-27,Michigan
2220,2015-06-29,Washington
2221,2015-06-30,California
2222,2015-06-30,California
2223,2015-07-13,Kentucky
2224,2015-07-13,Ohio
2225,2015-07-13,Virginia
2226,2015-07-14,Arkansas
2227,2015-07-14,Alabama
2228,2015-07-18,Minnesota
2229,2015-07-18,California
2230,2015-08-02,Michigan
2231,2015-08-03,Illinois
2232,2015-08-03,Michigan
2233,2015-08-04,Massachusetts
2234,2015-08-04,Rhode Island
2235,2015-08-11,Texas
2236,2015-08-29,Washington
2237,2015-08-29,Washington
2238,2015-08-29,Washington
2239,2015-09-03,Michigan
2240,2015-10-18,California
2241,2015-10-31,Texas
2242,2015-11-17,Washington
2243,2015-11-17,Washington
2244,2015-11-17,Idaho
2245,2015-11-17,Washington
2246,2015-11-21,Michigan
2247,2015-11-28,Oklahoma
2248,2015-11-28,Oklahoma
2249,2015-12-09,Washington
2250,2015-12-10,California
2251,2015-12-10,California
2252,2015-12-24,Michigan
2253,2015-12-26,Texas
2254,2015-12-26,Oklahoma
2255,2015-12-26,Texas
2256,2015-12-27,Oklahoma
2257,2015-12-27,Oklahoma
2258,2015-12-31,Oklahoma
2259,2010-06-18,Indiana
2260,2010-06-18,Michigan
2261,2010-07-15,Michigan
2262,2010-07-23,Michigan
2263,2010-07-25,Washington
2264,2010-07-25,Maryland
2265,2010-07-25,Virginia
2266,2010-08-04,Kentucky
2267,2010-08-04,Ohio
2268,2010-08-04,Virginia
2269,2010-08-04,West Virginia
2270,2010-08-11,Ohio
2271,2010-08-12,District of Columbia
2272,2010-08-12,Maryland
2273,2010-08-19,Michigan
2274,2010-08-23,Texas
2275,2010-12-12,Michigan
2276,2010-12-18,Washington
2277,2002-03-09,Michigan
2278,2002-08-28,Florida
2279,2007-07-18,Illinois
2280,2007-08-16,North Carolina
2281,2007-08-16,Virginia
2282,2006-02-17,New York
2283,2006-03-09,Arkansas
2284,2006-03-09,Louisiana
2285,2006-03-09,Mississippi
2286,2006-03-09,Texas
2287,2006-03-12,Illinois
2288,2006-05-25,Indiana
2289,2006-05-25,Kentucky
2290,2006-05-25,Ohio
2291,2006-06-01,Delaware
2292,2006-06-01,Pennsylvania
2293,2006-11-15,Georgia
2294,2006-12-26,California
2295,2006-12-30,Nebraska
2296,2008-02-05,Kentucky
2297,2008-02-06,Tennessee
2298,2008-02-10,Maryland
2299,2008-02-10,Pennsylvania
2300,2008-02-10,Virginia
2301,2008-02-10,West Virginia
2302,2008-02-12,Arkansas
2303,2008-02-12,Louisiana
2304,2008-02-12,Mississippi
2305,2008-03-08,Delaware
2306,2008-03-08,Pennsylvania
2307,2008-04-09,Texas
2308,2008-06-03,Maryland
2309,2008-06-03,Virginia
2310,2008-06-03,West Virginia
2311,2008-07-02,Michigan
2312,2009-12-08,Arizona
2313,2009-12-09,Ohio
2314,2009-12-10,Michigan
2315,2009-12-18,Kentucky
2316,2009-12-18,Ohio
2317,2009-12-18,Virginia
2318,2009-12-18,West Virginia
2319,2009-12-18,North Carolina
2320,2011-02-25,Virginia
2321,2011-02-25,Maryland
2322,2011-03-13,Oregon
2323,2011-03-31,Florida
2324,2011-03-31,Florida
2325,2011-04-04,Tennessee
2326,2011-04-04,Tennessee
2327,2011-04-04,Tennessee
2328,2011-04-04,Arkansas
2329,2011-04-04,Louisiana
2330,2011-04-04,Mississippi
2331,2011-04-04,Texas
2332,2011-04-04,Kentucky
2333,2011-04-04,Virginia
2334,2011-04-04,West Virginia
2335,2011-04-04,Alabama
2336,2011-04-04,Florida
2337,2011-04-04,Georgia
2338,2011-04-04,Mississippi
2339,2011-04-05,North Carolina
2340,2011-04-05,South Carolina
2341,2011-04-16,North Carolina
2342,2011-04-19,Illinois
2343,2011-04-19,Tennessee
2344,2011-04-19,Tennessee
2345,2011-04-19,Arkansas
2346,2011-04-22,Missouri
2347,2011-04-25,Arkansas
2348,2011-04-25,Louisiana
2349,2011-04-25,Mississippi
2350,2011-04-26,Louisiana
2351,2011-04-26,Alabama
2352,2011-04-26,Georgia
2353,2011-04-26,Mississippi
2354,2011-04-26,Tennessee
2355,2011-04-26,Arkansas
2356,2011-04-27,Alabama
2357,2011-04-27,Florida
2358,2011-04-27,Georgia
2359,2011-04-27,Mississippi
2360,2011-04-27,Alabama
2361,2011-04-27,Georgia
2362,2011-04-27,Mississippi
2363,2011-04-27,Tennessee
2364,2011-04-27,Ohio
2365,2011-04-27,Tennessee
2366,2011-04-27,Virginia
2367,2011-04-28,Ohio
2368,2011-05-02,Hawaii
2369,2011-05-10,Kentucky
2370,2011-05-10,Virginia
2371,2011-05-10,West Virginia
2372,2011-05-11,North Carolina
2373,2011-05-22,Missouri
2374,2011-05-23,Indiana
2375,2011-05-23,Missouri
2376,2011-05-24,Oklahoma
2377,2011-05-24,Virginia
2378,2011-05-25,Indiana
2379,2011-05-26,Pennsylvania
2380,2011-05-26,Georgia
2381,2011-05-29,Michigan
2382,2011-06-02,South Carolina
2383,2011-06-07,Ohio
2384,2011-06-22,Tennessee
2385,2011-06-30,Illinois
2386,2011-07-01,Minnesota
2387,2011-07-02,Michigan
2388,2011-07-04,Virginia
2389,2011-07-11,Illinois
2390,2011-07-11,Michigan
2391,2011-07-11,Michigan
2392,2011-07-11,Indiana
2393,2011-07-11,Michigan
2394,2011-07-11,Ohio
2395,2011-07-18,Michigan
2396,2011-07-23,Illinois
2397,2011-07-28,Indiana
2398,2011-07-29,New Jersey
2399,2011-08-02,Illinois
2400,2011-08-08,Oklahoma
2401,2011-08-13,Kentucky
2402,2011-08-20,Michigan
2403,2011-08-24,Texas
2404,2011-08-24,Arkansas
2405,2011-08-24,Louisiana
2406,2011-08-24,Texas
2407,2011-08-25,Ohio
2408,2011-08-26,Pennsylvania
2409,2011-08-27,District of Columbia
2410,2011-08-27,Maryland
2411,2011-08-27,Maryland
2412,2011-08-27,New Jersey
2413,2011-08-27,Pennsylvania
2414,2011-08-27,Maryland
2415,2011-08-27,Delaware
2416,2011-08-27,Maryland
2417,2011-08-27,North Carolina
2418,2011-08-27,North Carolina
2419,2011-08-27,Virginia
2420,2011-08-27,North Carolina
2421,2011-08-28,New York
2422,2011-08-28,Massachusetts
2423,2011-08-28,New York
2424,2011-08-28,Connecticut
2425,2011-08-28,New York
2426,2011-08-28,New York
2427,2011-08-28,New York
2428,2011-08-28,New York
2429,2011-08-28,Pennsylvania
2430,2011-08-28,New Jersey
2431,2011-08-28,New Jersey
2432,2011-09-03,Michigan
2433,2011-09-05,Alabama
2434,2011-09-05,Georgia
2435,2011-09-29,Texas
2436,2011-10-26,Colorado
2437,2011-10-29,Pennsylvania
2438,2011-10-29,Pennsylvania
2439,2011-10-29,New Jersey
2440,2011-10-29,New York
2441,2011-10-29,Pennsylvania
2442,2011-10-29,Pennsylvania
2443,2011-10-29,New Jersey
2444,2011-10-29,New York
2445,2011-10-29,Connecticut
2446,2011-10-29,Maine
2447,2011-10-29,Massachusetts
2448,2011-10-29,New Hampshire
2449,2011-10-29,Rhode Island
2450,2011-10-29,New York
2451,2011-10-29,New Jersey
2452,2011-10-29,New York
2453,2011-11-30,California
2454,2011-12-01,California
2455,2011-12-01,California
2456,2011-12-01,Utah
2457,2011-12-07,Virginia
2458,2014-04-12,Michigan
2459,2014-10-22,Connecticut
2460,2014-10-22,Maine
2461,2014-10-22,Massachusetts
2462,2014-10-22,New Hampshire
2463,2014-10-22,Rhode Island
2464,2014-10-22,Vermont
2465,2023-01-02,Arkansas
2466,2023-01-02,Louisiana
2467,2023-01-07,California
2468,2023-01-12,Alabama
2469,2023-01-12,Georgia
2470,2023-01-23,Connecticut
2471,2023-01-23,Maine
2472,2023-01-23,Massachusetts
2473,2023-01-23,New Hampshire
2474,2023-01-23,Rhode Island
2475,2023-01-23,Vermont
2476,2023-01-24,Texas
2477,2023-01-25,Arkansas
2478,2023-01-25,Louisiana
2479,2023-01-25,Mississippi
2480,2023-01-25,Texas
2481,2023-01-31,Texas
2482,2023-02-01,Texas
2483,2023-02-02,Arkansas
2484,2023-02-02,Mississippi
2485,2023-02-02,Texas
2486,2023-02-22,Michigan
2487,2023-02-22,Michigan
2488,2023-02-23,Michigan
2489,2023-02-23,Wisconsin
2490,2023-02-25,California
2491,2023-02-27,Michigan
2492,2023-03-02,Texas
2493,2023-03-03,Kentucky
2494,2023-03-03,Virginia
2495,2023-03-03,Washington
2496,2023-03-03,Kentucky
2497,2023-03-03,Ohio
2498,2023-03-03,Tennessee
2499,2023-03-03,Michigan
2500,2023-03-03,Alabama
2501,2023-03-03,Georgia
2502,2023-03-03,Mississippi
2503,2023-03-03,Kentucky
2504,2023-03-03,Virginia
2505,2023-03-03,Washington
2506,2023-03-09,Wisconsin
2507,2023-03-14,Connecticut
2508,2023-03-14,Maine
2509,2023-03-14,Massachusetts
2510,2023-03-14,New Hampshire
2511,2023-03-14,Rhode Island
2512,2023-03-14,Vermont
2513,2023-03-14,New York
2514,2023-03-25,Michigan
2515,2023-03-25,Ohio
2516,2023-03-25,Virginia
2517,2023-03-25,West Virginia
2518,2023-03-31,Arkansas
2519,2023-03-31,Minnesota
2520,2023-03-31,Washington
2521,2023-03-31,Illinois
2522,2023-04-01,Ohio
2523,2023-04-01,Virginia
2524,2023-04-01,West Virginia
2525,2023-04-29,Texas
2526,2023-05-01,Connecticut
2527,2023-05-01,Maine
2528,2023-05-01,Massachusetts
2529,2023-05-01,New Hampshire
2530,2023-05-01,Rhode Island
2531,2023-05-01,Vermont
2532,2023-05-22,Florida
2533,2012-07-01,North Carolina
2534,2014-01-07,Pennsylvania
2535,2012-12-25,Texas
2536,2013-06-23,California
2537,2013-10-27,Texas
2538,2013-06-21,Minnesota
2539,2013-06-21,Minnesota
2540,2013-11-02,Washington
2541,2014-05-09,Indiana
2542,2011-04-20,Indiana
2543,2011-04-20,Kentucky
2544,2011-04-20,Ohio
2545,2012-04-16,Michigan
2546,2014-03-12,North Carolina
2547,2012-08-28,Arkansas
2548,2012-08-28,Louisiana
2549,2012-08-28,Mississippi
2550,2012-08-29,Louisiana
2551,2012-08-29,Louisiana
2552,2012-08-29,Louisiana
2553,2012-10-29,Virginia
2554,2012-10-29,West Virginia
2555,2012-10-29,New Jersey
2556,2012-10-29,Delaware
2557,2012-10-29,Maryland
2558,2012-10-29,New Jersey
2559,2012-10-29,New York
2560,2012-10-29,Massachusetts
2561,2012-10-29,Massachusetts
2562,2012-10-29,Connecticut
2563,2012-10-29,Massachusetts
2564,2012-10-29,Pennsylvania
2565,2012-10-29,Maryland
2566,2012-10-29,Virginia
2567,2012-10-29,West Virginia
2568,2012-10-29,Ohio
2569,2012-10-29,New York
2570,2012-10-29,New Jersey
2571,2012-10-29,New Hampshire
2572,2012-10-29,Maryland
2573,2012-10-29,Pennsylvania
2574,2012-10-29,Pennsylvania
2575,2012-10-29,Virginia
2576,2012-10-29,New Jersey
2577,2012-10-29,New York
2578,2012-10-29,New York
2579,2012-10-29,Maine
2580,2014-02-05,Maryland
2581,2013-11-17,Michigan
2582,2013-12-06,Texas
2583,2013-12-09,Virginia
2584,2013-12-22,New York
2585,2013-12-22,Michigan
2586,2013-12-22,Michigan
2587,2013-12-23,Maine
2588,2013-05-31,Arkansas
2589,2013-08-19,California
2590,2012-10-29,Indiana
2591,2012-10-29,Kentucky
2592,2012-10-29,Michigan
2593,2012-10-29,Ohio
2594,2012-10-30,Michigan
2595,2014-02-05,Maryland
2596,2014-02-05,Virginia
2597,2014-02-05,West Virginia
2598,2014-02-05,Pennsylvania
2599,2014-02-05,Pennsylvania
2600,2014-02-05,Pennsylvania
2601,2014-02-12,Georgia
2602,2014-02-12,South Carolina
2603,2014-02-12,North Carolina
2604,2014-02-20,Illinois
2605,2014-02-20,Missouri
2606,2013-04-18,Michigan
2607,2012-12-26,North Carolina
2608,2015-04-03,Kansas
2609,2013-03-18,Alabama
2610,2013-03-18,Georgia
2611,2013-05-29,New York
2612,2013-05-31,Missouri
2613,2013-06-13,Virginia
2614,2013-06-13,North Carolina
2615,2013-06-13,North Carolina
2616,2013-06-13,Ohio
2617,2013-06-13,Virginia
2618,2013-06-13,West Virginia
2619,2013-06-24,Illinois
2620,2013-06-24,Indiana
2621,2013-06-27,Michigan
2622,2013-07-10,Ohio
2623,2013-07-19,Michigan
2624,2013-07-19,New York
2625,2013-07-23,Oklahoma
2626,2013-08-07,Wisconsin
2627,2013-08-16,Texas
2628,2013-08-30,Illinois
2629,2013-09-11,Michigan
2630,2013-11-17,Michigan
2631,2013-11-17,Indiana
2632,2013-11-17,Indiana
2633,2013-11-17,Michigan
2634,2013-11-17,Illinois
2635,2013-11-17,Indiana
2636,2012-03-20,Texas
2637,2012-04-20,Texas
2638,2012-05-29,Oklahoma
2639,2012-06-11,Alabama
2640,2012-06-11,Georgia
2641,2012-06-12,Texas
2642,2012-06-19,Minnesota
2643,2012-06-29,Ohio
2644,2012-06-29,Indiana
2645,2012-06-29,Michigan
2646,2012-06-29,Ohio
2647,2012-06-29,Virginia
2648,2012-06-29,West Virginia
2649,2012-06-29,Indiana
2650,2012-06-29,Kentucky
2651,2012-06-29,Ohio
2652,2012-06-29,Virginia
2653,2012-06-29,West Virginia
2654,2012-06-29,Maryland
2655,2012-06-29,Virginia
2656,2012-06-29,West Virginia
2657,2012-06-29,District of Columbia
2658,2012-06-29,Maryland
2659,2012-06-29,Virginia
2660,2012-06-29,Maryland
2661,2012-06-29,Illinois
2662,2012-06-30,Delaware
2663,2012-06-30,Maryland
2664,2012-06-30,New Jersey
2665,2012-06-30,Maryland
2666,2012-07-01,Illinois
2667,2012-07-05,Michigan
2668,2012-07-07,Pennsylvania
2669,2012-07-07,New Jersey
2670,2012-07-18,Indiana
2671,2012-07-18,Kentucky
2672,2012-07-18,Ohio
2673,2012-07-18,Ohio
2674,2012-07-18,Illinois
2675,2012-07-24,Indiana
2676,2012-07-24,Illinois
2677,2012-07-26,Pennsylvania
2678,2012-07-26,Pennsylvania
2679,2012-07-26,Ohio
2680,2012-07-27,Indiana
2681,2012-08-04,Indiana
2682,2012-08-04,Illinois
2683,2012-09-07,Arkansas
2684,2012-09-08,Maryland
2685,2012-09-08,Virginia
2686,2014-04-12,Michigan
2687,2014-04-29,Alabama
2688,2014-04-29,Mississippi
2689,2014-04-29,Alabama
2690,2014-04-29,Mississippi
2691,2014-04-30,Alabama
2692,2014-04-30,Florida
2693,2014-04-30,Georgia
2694,2014-06-05,Tennessee
2695,2014-06-05,Tennessee
2696,2014-06-07,Alabama
2697,2014-06-10,Virginia
2698,2014-06-10,West Virginia
2699,2014-06-15,Minnesota
2700,2014-06-18,Michigan
2701,2014-06-30,Wisconsin
2702,2014-06-30,Illinois
2703,2014-06-30,Indiana
2704,2014-07-01,Indiana
2705,2014-07-01,Michigan
2706,2014-07-01,Michigan
2707,2014-07-01,Michigan
2708,2014-07-03,Pennsylvania
2709,2014-07-03,Connecticut
2710,2014-07-03,Maine
2711,2014-07-03,Massachusetts
2712,2014-07-03,New Hampshire
2713,2014-07-03,Rhode Island
2714,2014-07-03,Vermont
2715,2014-07-08,Pennsylvania
2716,2014-07-08,Maryland
2717,2014-07-08,Pennsylvania
2718,2014-07-08,Maryland
2719,2014-07-08,Virginia
2720,2014-07-08,West Virginia
2721,2014-07-08,Virginia
2722,2014-07-08,West Virginia
2723,2014-07-08,New York
2724,2014-07-08,Pennsylvania
2725,2014-07-23,Arkansas
2726,2014-07-23,Louisiana
2727,2014-07-27,Michigan
2728,2014-08-26,Michigan
2729,2014-09-05,Michigan
2730,2014-09-05,Illinois
2731,2014-09-05,Michigan
2732,2014-10-02,Arkansas
2733,2014-10-02,Texas
2734,2014-10-06,Texas
2735,2014-10-13,Louisiana
2736,2014-10-14,Alabama
2737,2014-10-14,Florida
2738,2014-10-14,Georgia
2739,2014-02-21,Georgia
2740,2013-11-17,Indiana
2741,2013-11-17,Illinois
2742,2013-11-17,Missouri
2743,2012-03-02,Alabama
2744,2012-03-02,Tennessee
2745,2013-05-20,Oklahoma
2746,2013-05-31,Oklahoma
2747,2012-08-26,Florida
2748,2015-02-06,California
2749,2015-03-15,Oregon
2750,2014-04-04,Arkansas
2751,2014-10-25,Oregon
2752,2014-10-25,Washington
2753,2014-11-11,Washington
2754,2014-11-24,Michigan
2755,2012-06-25,Virginia
2756,2012-07-05,Tennessee
2757,2013-01-20,Michigan
2758,2013-01-31,Virginia
2759,2013-01-31,Connecticut
2760,2013-11-21,California
2761,2015-01-07,Tennessee
2762,2015-01-07,Alabama
2763,2015-01-07,Georgia
2764,2015-01-07,Kentucky
2765,2015-01-07,Missouri
2766,2015-01-07,North Carolina
2767,2015-01-07,Tennessee
2768,2015-01-07,Virginia
2769,2015-02-16,Georgia
2770,2015-02-16,Alabama
2771,2015-02-16,Georgia
2772,2015-02-16,Kentucky
2773,2015-02-16,Missouri
2774,2015-02-16,North Carolina
2775,2015-02-16,Tennessee
2776,2015-02-16,Virginia
2777,2015-02-17,North Carolina
2778,2015-02-17,South Carolina
2779,2015-02-17,North Carolina
2780,2015-02-17,South Carolina
2781,2015-02-18,Alabama
2782,2015-02-18,Georgia
2783,2015-02-18,Kentucky
2784,2015-02-18,Missouri
2785,2015-02-18,North Carolina
2786,2015-02-18,Tennessee
2787,2015-02-18,Virginia
2788,2015-02-20,North Carolina
2789,2015-02-20,South Carolina
2790,2015-02-21,Tennessee
2791,2015-02-26,North Carolina
2792,2015-02-26,South Carolina
2793,2015-02-26,North Carolina
2794,2013-01-17,Virginia
2795,2013-01-17,West Virginia
2796,2013-01-17,Tennessee
2797,2013-03-06,Virginia
2798,2012-01-19,Washington
2799,2012-02-19,Kentucky
2800,2012-02-19,Virginia
2801,2012-02-19,West Virginia
2802,2012-03-02,Michigan
2803,2012-03-02,Michigan
2804,2012-12-02,California
2805,2012-12-25,Arkansas
2806,2012-12-25,Louisiana
2807,2012-12-25,Mississippi
2808,2012-12-25,Texas
2809,2014-03-03,Tennessee
2810,2014-03-07,North Carolina
2811,2014-11-02,Connecticut
2812,2014-11-02,Maine
2813,2014-11-02,Massachusetts
2814,2014-11-02,New Hampshire
2815,2014-11-02,Rhode Island
2816,2014-11-02,Vermont
2817,2014-11-26,Connecticut
2818,2014-11-26,Maine
2819,2014-11-26,Massachusetts
2820,2014-11-26,New Hampshire
2821,2014-11-26,Rhode Island
2822,2014-11-26,Vermont
2823,2013-02-08,Massachusetts
2824,2013-02-08,Rhode Island
2825,2013-02-08,Massachusetts
2826,2013-02-26,Missouri
2827,2014-12-11,California
2828,2014-12-11,California
2829,2014-12-11,Oregon
2830,2014-12-11,Washington
2831,2014-12-30,California
2832,2006-04-08,Alabama
2833,2006-04-08,Georgia
2834,2022-06-08,Missouri
2835,2022-06-22,Virginia
2836,2021-01-11,Louisiana
2837,2021-01-11,Texas
2838,2021-01-12,Washington
2839,2020-02-06,North Carolina
2840,2020-02-07,Pennsylvania
2841,2020-12-24,Delaware
2842,2020-12-24,Pennsylvania
2843,2019-05-08,Louisiana
2844,2019-05-08,Texas
2845,2019-10-30,California
2846,2019-10-31,Pennsylvania
2847,2004-12-27,California
2848,2006-07-17,New York
2849,2021-07-06,Ohio
2850,2021-07-08,New York
2851,2021-07-08,North Dakota
2852,2021-07-10,Missouri
2853,2021-07-10,Nebraska
2854,2021-07-10,Missouri
2855,2021-07-10,Nebraska
2856,2021-07-14,California
2857,2007-09-05,Texas
